Uni, Yr_12, emppoprati, NAME_2006, Cert, median06, SSC2006
0.080429,0.565684,0.71618,"Moolap",0.353887,33485.20328,22086
0.072907,0.624212,0.624888,"Newcomb",0.30288,29176.23874,22091
0.32303,0.396364,0.730287,"Newtown (Geelong)",0.280606,43880.99209,22096
0.035913,0.776682,0.46002,"Norlane",0.187405,20412.43358,22101
0.139283,0.594662,0.623853,"North Geelong",0.266055,31356.4799,22106
0.110526,0.578947,0.604396,"North Shore",0.310526,31705.60578,22111
0.320755,0.419811,0.0,"Rippleside",0.259434,47524.88813,22116
0.247465,0.40568,0.761044,"South Geelong",0.346856,41417.59439,22121
0.067776,0.619318,0.731628,"St Albans Park",0.312906,34122.42102,22126
0.099206,0.65873,0.544737,"Thomson (Geelong)",0.242063,25401.35647,22131
0.317861,0.370333,0.820461,"Wandana Heights",0.311806,51639.09419,22136
0.193244,0.429694,0.789142,"Waurn Ponds",0.377062,42509.11555,22141
0.036225,0.742135,0.538352,"Whittington",0.22164,23937.77953,22146
0.213867,0.497758,0.750086,"Alfredton",0.288375,39563.51743,23006
0.264706,0.431373,0.0,"Bakery Hill",0.303922,34138.90877,23011
0.313138,0.410824,0.714383,"Ballarat Central",0.276038,37635.68163,23016
0.163407,0.564792,0.623472,"Ballarat East",0.271801,30655.6873,23021
0.195931,0.510171,0.716578,"Ballarat North",0.293897,35360.82367,23026
0.210526,0.515611,0.680642,"Black Hill",0.273863,31874.55123,23031
0.122088,0.546132,0.68097,"Brown Hill",0.33178,31167.73088,23036
0.165231,0.51527,0.704225,"Canadian",0.319499,32765.42187,23041
0.092891,0.621173,0.679979,"Delacombe",0.285937,32089.81508,23046
0.136508,0.612698,0.575472,"Eureka",0.250794,28662.78578,23051
0.20826,0.531634,0.649339,"Golden Point (Ballarat)",0.260105,31495.85664,23056
0.153242,0.491159,0.792564,"Invermay Park",0.355599,40699.94324,23061
0.276786,0.445313,0.769058,"Lake Gardens",0.277902,45768.8383,23066
0.398331,0.355842,0.742574,"Lake Wendouree",0.245827,49980.75395,23071
0.04712,0.591623,0.795812,"Mitchell Park",0.361257,32370.93257,23076
0.24374,0.470785,0.715243,"Mount Clear",0.285476,36167.09672,23081
0.179513,0.557809,0.638945,"Mount Pleasant",0.262677,31671.00249,23086
0.270096,0.401929,0.795527,"Nerrina",0.327974,41777.82346,23091
0.3125,0.395833,0.778049,"Newington",0.291667,41913.32586,23096
0.136455,0.570569,0.631016,"Redan",0.292977,28911.99009,23101
0.07018,0.669189,0.598382,"Sebastopol",0.260631,27077.67789,23106
0.302544,0.42838,0.707497,"Soldiers Hill",0.269076,36396.7731,23111
0.08878,0.677659,0.562976,"Wendouree",0.233561,27312.00303,23116
0.134583,0.521295,0.777015,"Ascot (Bendigo)",0.344123,38022.43543,24006
0.243373,0.488981,0.675831,"Bendigo",0.267646,35108.26212,24011
0.077596,0.665574,0.571116,"California Gully",0.256831,25724.12384,24016
0.091156,0.601814,0.622556,"Eaglehawk",0.307029,28512.03716,24021
0.171118,0.510386,0.717949,"East Bendigo",0.318497,36134.82624,24026
0.119681,0.573138,0.754993,"Epsom",0.307181,34676.16469,24031
0.245054,0.461391,0.711367,"Flora Hill",0.293555,33469.62106,24036
0.141509,0.509434,0.0,"Golden Gully",0.349057,32453.03673,24041
0.132327,0.555033,0.67706,"Golden Square",0.312639,32158.2275,24046
0.091136,0.553059,0.739675,"Huntly",0.355805,32720.63547,24051
0.179276,0.519737,0.693069,"Ironbark",0.300987,33137.99129,24056
0.151786,0.5625,0.0,"Jackass Flat",0.285714,37738.11177,24061
0.237087,0.458933,0.775891,"Junortoun",0.30398,39040.68797,24066
0.100806,0.617173,0.652432,"Kangaroo Flat",0.282021,29629.14818,24071
0.261038,0.439969,0.740812,"Kennington",0.298993,38111.29916,24076
0.069839,0.670581,0.523869,"Long Gully",0.25958,23918.65959,24081
0.14949,0.483012,0.782757,"Maiden Gully",0.367497,36703.1343,24086
0.150327,0.490196,0.0,"Myers Flat",0.359477,34612.2817,24091
0.125416,0.587125,0.634349,"North Bendigo",0.287458,30135.05308,24096
0.297297,0.416385,0.743243,"Quarry Hill",0.286318,39496.92604,24101
0.102493,0.590028,0.684358,"Sailors Gully",0.307479,28940.80332,24106
0.251232,0.465869,0.755618,"Spring Gully",0.282899,39561.66767,24111
0.212474,0.495772,0.718265,"Strathdale",0.291755,38212.22692,24116
0.235922,0.420273,0.802608,"Strathfieldsaye",0.343806,40509.0441,24121
0.088372,0.665116,0.626168,"West Bendigo",0.246512,26857.07492,24126
0.106626,0.572734,0.653699,"White Hills",0.32064,30828.98923,24131
0.29703,0.393564,0.699752,"Aireys Inlet",0.309406,34970.89757,25003
0.087248,0.590604,0.0,"Airly",0.322148,29093.96838,25005
0.033333,0.655556,0.0,"Alberton",0.311111,25070.80203,25007
0.162727,0.531818,0.706691,"Alexandra",0.305455,31813.84354,25009
0.158621,0.534483,0.772517,"Allansford",0.306897,37761.668,25011
0.165746,0.569061,0.708791,"Allendale",0.265193,35288.72011,25013
0.116667,0.533333,0.0,"Allestree",0.35,32194.99509,25015
0.080402,0.60804,0.575448,"Alma",0.311558,21228.22546,25017
0.15,0.50625,0.0,"Amphitheatre",0.34375,24625.7737,25019
0.16285,0.51145,0.724936,"Anakie",0.3257,38301.98053,25021
0.239148,0.431613,0.695759,"Anglesea",0.329238,33354.75569,25023
0.1875,0.486111,0.72332,"Apollo Bay",0.326389,29095.52943,25025
0.034091,0.795455,0.0,"Apsley",0.170455,27636.25948,25027
0.089059,0.631969,0.614068,"Ararat",0.278973,29477.18812,25029
0.161039,0.553247,0.769029,"Arcadia",0.285714,35803.8383,25031
0.074074,0.641975,0.0,"Arcadia South",0.283951,23056.0204,25033
0.084553,0.682927,0.68277,"Ardmona",0.23252,27881.77482,25035
0.142157,0.490196,0.764706,"Arthurs Creek",0.367647,38964.60598,25037
0.131579,0.552632,0.0,"Ascot (Ballarat)",0.315789,29521.08536,25039
0.104213,0.580931,0.709534,"Avenel",0.314856,29803.80924,25041
0.080775,0.639742,0.599678,"Avoca",0.279483,25303.72561,25043
0.174419,0.517442,0.0,"Avonsleigh",0.30814,37269.81398,25045
0.192623,0.422131,0.741803,"Axe Creek",0.385246,34805.41632,25047
0.148936,0.58156,0.0,"Axedale",0.269504,29241.8519,25049
0.14735,0.560424,0.696113,"Bacchus Marsh",0.292226,36037.48429,25051
0.116,0.576,0.71371,"Baddaginnie",0.308,32352.6872,25053
0.101031,0.593814,0.697626,"Badger Creek",0.305155,30774.46284,25055
0.121212,0.554545,0.734756,"Bagshot",0.324242,35239.21181,25057
0.120096,0.587403,0.6608,"Bairnsdale",0.292501,29841.1223,25059
0.098936,0.596809,0.647619,"Ballan",0.304255,30000.04831,25061
0.139706,0.529412,0.0,"Balliang",0.330882,36639.04553,25063
0.111717,0.553134,0.796657,"Balliang East",0.33515,37686.65047,25065
0.179487,0.50641,0.0,"Balmattum",0.314103,31191.49983,25067
0.135231,0.594306,0.0,"Balmoral",0.270463,31828.63968,25069
0.222543,0.433526,0.753582,"Balnarring - Bal",0.343931,46345.32722,25071
0.127049,0.545082,0.770161,"Bamawm",0.327869,34026.25833,25073
0.0,0.0,0.0,"Bandiana",0.0,50114.55332,25075
0.108567,0.536928,0.744255,"Bannockburn",0.354505,36454.06945,25077
0.075472,0.641509,0.0,"Banyan",0.283019,30752.9977,25079
0.201646,0.40535,0.806186,"Baranduda",0.393004,45570.15335,25081
0.183099,0.495775,0.66573,"Barkers Creek",0.321127,25194.42101,25083
0.024,0.768,0.0,"Barmah",0.208,16067.39269,25085
0.110613,0.515695,0.76304,"Barnawartha",0.373692,37016.29939,25087
0.099432,0.65625,0.498567,"Barongarook",0.244318,22606.33104,25089
0.162791,0.472868,0.76834,"Barongarook West",0.364341,32453.03673,25091
0.22549,0.539216,0.0,"Barwon Downs",0.235294,23301.15995,25093
0.278027,0.382447,0.728781,"Barwon Heads",0.339526,39768.65852,25095
0.092362,0.62167,0.648841,"Bass",0.285968,27649.9435,25097
0.176344,0.447312,0.748945,"Batesford",0.376344,42170.21584,25099
0.0,0.0,0.0,"Baw Baw Village",0.0,0.0,25101
0.202073,0.471503,0.727273,"Beaconsfield - Bal",0.326425,44093.58175,25103
0.224344,0.406921,0.792487,"Beaconsfield Upper",0.368735,45032.33538,25105
0.018293,0.713415,0.0,"Bealiba",0.268293,14594.60786,25107
0.090078,0.64752,0.601573,"Beaufort",0.262402,25269.39479,25109
0.097087,0.68932,0.0,"Beeac",0.213592,28539.40521,25111
0.210437,0.498582,0.662712,"Beechworth",0.290981,32355.51395,25113
0.2,0.5,0.0,"Belgrave South - Bal",0.3,45431.57543,25115
0.289948,0.400773,0.747759,"Bellbrae",0.309278,40775.09248,25117
0.112108,0.457399,0.0,"Bellbridge",0.430493,41226.45244,25119
0.0,0.0,0.0,"Bellfield (Grampians)",0.0,34861.42536,25121
0.182796,0.505376,0.0,"Bemm River",0.311828,20712.14218,25123
0.081081,0.585586,0.0,"Bena",0.333333,33807.75533,25125
0.120099,0.577796,0.690501,"Benalla",0.302105,31856.78518,25127
0.073034,0.679775,0.0,"Benambra",0.247191,23572.10367,25129
0.072165,0.680412,0.0,"Benayeo",0.247423,33055.13389,25131
0.061947,0.699115,0.0,"Bendoc",0.238938,22586.85378,25133
0.216667,0.504167,0.0,"Benloch",0.279167,31897.25474,25135
0.13468,0.498316,0.0,"Beremboke",0.367003,29542.90047,25137
0.076923,0.636364,0.0,"Berringa",0.286713,24399.98726,25139
0.0,0.0,0.0,"Berringama",0.0,0.0,25141
0.119792,0.598958,0.0,"Berriwillock",0.28125,26532.41469,25143
0.108108,0.594595,0.0,"Berrybank",0.297297,38646.03605,25145
0.121212,0.618182,0.0,"Berrys Creek",0.260606,31787.56093,25147
0.034483,0.732759,0.0,"Bessiebelle",0.232759,29349.92062,25149
0.121739,0.586957,0.73991,"Bete Bolong",0.291304,26747.44939,25151
0.173529,0.467647,0.776786,"Bethanga",0.358824,36202.45993,25153
0.047826,0.691304,0.0,"Beulah",0.26087,28163.09449,25155
0.130137,0.541096,0.732877,"Beverford",0.328767,28539.40521,25157
0.09781,0.585401,0.747093,"Beveridge",0.316788,33081.31202,25159
0.116667,0.533333,0.0,"Big Hill (Bendigo)",0.35,29223.60653,25161
0.134328,0.641791,0.0,"Binginwarri",0.223881,23120.53081,25163
0.130542,0.600985,0.72439,"Birchip",0.268473,28452.897,25165
0.098077,0.659615,0.754826,"Birdwoodton",0.242308,31367.93856,25167
0.098958,0.578125,0.742782,"Birregurra",0.322917,32354.06185,25169
0.191489,0.574468,0.0,"Blackwood",0.234043,30044.6481,25171
0.154851,0.55597,0.696629,"Blampied",0.289179,28280.92916,25173
0.050704,0.676056,0.620739,"Blind Bight",0.273239,35241.69724,25175
0.0,0.0,0.0,"Bogong",0.0,46100.57227,25177
0.190083,0.520661,0.0,"Boho South",0.289256,24324.72512,25179
0.160819,0.538012,0.752212,"Boisdale",0.30117,34345.34208,25181
0.124601,0.530351,0.734628,"Bolwarra",0.345048,34222.46511,25183
0.207547,0.641509,0.0,"Bonang",0.150943,14581.69841,25185
0.142857,0.483283,0.782738,"Bonegilla",0.37386,40444.50808,25187
0.150442,0.415929,0.0,"Boneo",0.433628,44276.03544,25189
0.124183,0.568627,0.691974,"Bonnie Doon",0.30719,25016.82649,25191
0.027397,0.621005,0.0,"Bookaar",0.351598,32004.96443,25193
0.143084,0.524642,0.66248,"Boolarra",0.332273,30178.44747,25195
0.177305,0.468085,0.0,"Boolarra South",0.35461,30044.6481,25197
0.141176,0.505882,0.0,"Boorolite",0.352941,33213.58051,25199
0.141156,0.598639,0.755034,"Boort",0.260204,26980.40365,25201
0.040404,0.727273,0.0,"Boundary Bend",0.232323,27703.15916,25203
0.107438,0.644628,0.0,"Branxholme",0.247934,28915.71594,25205
0.355705,0.375839,0.0,"Breamlea",0.268456,40581.34834,25207
0.128458,0.551383,0.691235,"Briagolong",0.320158,30862.31091,25209
0.013572,0.823558,0.44062,"Bridgewater",0.16287,27877.09834,25211
0.041026,0.74359,0.0,"Bridgewater On Loddon",0.215385,26481.21595,25213
0.173585,0.50283,0.655042,"Bright",0.323585,27636.25948,25215
0.047945,0.650685,0.0,"Brim",0.30137,25263.28833,25217
0.16,0.6,0.0,"Brimpaen",0.24,35518.25862,25219
0.084447,0.631748,0.677368,"Broadford",0.283805,31832.44512,25221
0.091837,0.593637,0.762364,"Brookfield",0.314526,39928.12973,25223
0.246649,0.412869,0.745989,"Brown Hill - Bal",0.340483,40614.79818,25225
0.134228,0.624161,0.0,"Brucknell",0.241611,40366.31364,25227
0.097983,0.590778,0.0,"Bruthen",0.311239,23948.4144,25229
0.112782,0.586466,0.0,"Buangor",0.300752,32781.45336,25231
0.149254,0.60199,0.0,"Buchan",0.248756,20862.66647,25233
0.075188,0.684211,0.0,"Buchan South",0.240602,23572.10367,25235
0.192308,0.569231,0.0,"Buckland",0.238462,29770.96758,25237
0.224138,0.396552,0.0,"Budgeree",0.37931,24486.8282,25239
0.115385,0.628205,0.0,"Buffalo",0.25641,32507.77283,25241
0.136646,0.586957,0.691131,"Buffalo River",0.276398,30295.52192,25243
0.13253,0.5,0.820359,"Bulart",0.36747,39076.10545,25245
0.07234,0.544681,0.745763,"Bulla",0.382979,42212.02814,25247
0.057971,0.652174,0.0,"Bullarook",0.289855,30044.6481,25249
0.181034,0.50431,0.0,"Bullarto",0.314655,21185.21852,25251
0.218362,0.439206,0.757353,"Bullengarook",0.342432,40155.3362,25253
0.157895,0.519451,0.78341,"Buln Buln",0.322654,36140.88181,25255
0.152381,0.603175,0.829508,"Bunbartha",0.244444,35288.72011,25257
0.080586,0.567766,0.0,"Bundalong",0.351648,34058.62915,25259
0.0625,0.697917,0.0,"Bungador",0.239583,39678.20261,25261
0.104027,0.630872,0.762542,"Bungaree",0.265101,32562.50894,25263
0.263035,0.438196,0.719555,"Buninyong",0.29877,37543.49451,25265
0.090171,0.562669,0.728339,"Bunyip",0.34716,31236.29873,25267
0.080402,0.643216,0.0,"Burramine",0.276382,26464.61096,25269
0.102041,0.632653,0.0,"Burrumbeet",0.265306,26317.37999,25271
0.237736,0.467925,0.796154,"Bushfield",0.29434,38721.93065,25273
0.142857,0.52381,0.0,"Buxton",0.333333,25896.86769,25275
0.238994,0.459119,0.0,"Cabarita",0.301887,41024.06684,25277
0.088235,0.60084,0.776371,"Caldermeade",0.310924,31742.87085,25279
0.044248,0.628319,0.786325,"Calivil",0.327434,27410.47305,25281
0.169435,0.491694,0.711921,"Callignee",0.33887,41174.32281,25283
0.135338,0.605263,0.686567,"Cambrian Hill",0.259398,35764.57109,25285
0.143527,0.542214,0.7277,"Campaspe West",0.314259,34927.32654,25287
0.124807,0.53775,0.709035,"Campbells Creek",0.337442,29949.07713,25289
0.116213,0.619048,0.686364,"Camperdown",0.264739,30483.86791,25291
0.180723,0.578313,0.0,"Caniambo",0.240964,40366.31364,25293
0.045113,0.774436,0.0,"Cann River",0.180451,27786.78377,25295
0.066667,0.6,0.66787,"Cannons Creek",0.333333,37160.34177,25297
0.065574,0.52459,0.0,"Cannum",0.409836,29375.65126,25299
0.165775,0.497326,0.620596,"Cape Paterson",0.336898,29024.14445,25301
0.243386,0.433862,0.692708,"Cape Schanck",0.322751,36991.92299,25303
0.150997,0.505698,0.666667,"Cape Woolamai",0.343305,30320.41779,25305
0.104803,0.550218,0.0,"Caramut",0.344978,29484.55773,25307
0.128415,0.527322,0.807163,"Cardigan",0.344262,38299.20589,25309
0.116402,0.507937,0.753927,"Cardigan Village",0.375661,35482.945,25311
0.093897,0.643192,0.790476,"Cardross",0.262911,32051.63863,25313
0.077348,0.607735,0.594744,"Carisbrook",0.314917,24158.47441,25315
0.140187,0.588785,0.0,"Carlisle River",0.271028,32453.03673,25317
0.1875,0.544118,0.715356,"Carlsruhe",0.268382,35645.55188,25319
0.348921,0.406475,0.775801,"Caroline Springs - Bal",0.244604,45494.68834,25321
0.108333,0.566667,0.0,"Carpendeit",0.325,27034.16232,25323
0.085745,0.659164,0.670601,"Casterton",0.255091,27671.85143,25325
0.228225,0.511988,0.628988,"Castlemaine",0.259788,30023.85028,25327
0.055556,0.65625,0.72973,"Catani",0.288194,33791.03041,25329
0.122137,0.51145,0.0,"Cavendish",0.366412,32343.56452,25331
0.104336,0.613821,0.675676,"Charlton",0.281843,24293.27228,25333
0.144,0.56,0.0,"Cheshunt",0.296,25392.07917,25335
0.142857,0.601504,0.0,"Chetwynd",0.255639,21765.8122,25337
0.066667,0.824762,0.275665,"Chewton",0.108571,26457.68632,25339
0.108062,0.578045,0.662651,"Chiltern",0.313894,32006.53772,25341
0.373913,0.350725,0.756598,"Christmas Hills",0.275362,36065.61967,25343
0.180467,0.462845,0.744235,"Chum Creek",0.356688,36425.08066,25345
0.117891,0.573267,0.573389,"Churchill",0.308842,27600.49133,25347
0.119679,0.53759,0.69492,"Clifton Springs",0.342731,33231.65999,25349
0.115108,0.565947,0.688095,"Clonbinane",0.318945,36175.09188,25351
0.112782,0.632832,0.537888,"Clunes",0.254386,23429.50171,25353
0.121168,0.59562,0.719764,"Clyde",0.283212,36952.92074,25355
0.109091,0.613636,0.0,"Cobains",0.277273,35414.70382,25357
0.074371,0.636156,0.705815,"Cobden",0.289474,32584.1055,25359
0.085746,0.662212,0.651206,"Cobram",0.252042,29644.73117,25361
0.108353,0.549251,0.715409,"Cockatoo",0.342396,36417.99205,25363
0.0,0.0,0.0,"Cocoroc",0.0,0.0,25365
0.131944,0.625,0.0,"Coghills Creek",0.243056,32896.68727,25367
0.073018,0.664812,0.721448,"Cohuna",0.26217,31278.62814,25369
0.084961,0.646973,0.696237,"Colac",0.268066,31505.01926,25371
0.094262,0.586066,0.744856,"Colac West",0.319672,34409.85249,25373
0.166667,0.566667,0.0,"Colbinabbin",0.266667,33328.81441,25375
0.098655,0.584454,0.772009,"Coldstream",0.316891,37845.733,25377
0.091324,0.584475,0.682779,"Coleraine",0.324201,28210.13333,25379
0.104,0.712,0.0,"Colignan",0.184,27464.23172,25381
0.062937,0.524476,0.0,"Concongella",0.412587,29643.25,25383
0.112676,0.56338,0.0,"Condah",0.323944,28260.65653,25385
0.153409,0.548295,0.833333,"Congupna",0.298295,36065.61967,25387
0.410714,0.321429,0.0,"Connewarre",0.267857,69180.96327,25389
0.085714,0.590476,0.0,"Coongulla",0.32381,27509.50218,25391
0.087591,0.583942,0.0,"Cooriemungle",0.328467,36773.96926,25393
0.054264,0.682171,0.0,"Cora Lynn",0.263566,29643.25,25395
0.089888,0.644195,0.0,"Corinella",0.265918,24023.67654,25397
0.049587,0.661157,0.442577,"Coronet Bay",0.289256,19354.87232,25399
0.117647,0.713235,0.0,"Corop",0.169118,29103.8713,25401
0.107407,0.55,0.673358,"Corryong",0.342593,26382.40767,25403
0.31028,0.366355,0.802239,"Cottles Bridge",0.323364,48107.5628,25405
0.119271,0.558255,0.588235,"Cowes",0.322474,26837.04718,25407
0.127451,0.555556,0.749186,"Cowwarr",0.316993,35574.11179,25409
0.0,0.0,0.0,"Craigieburn - Bal",0.0,38323.484,25411
0.053846,0.642308,0.657692,"Cranbourne East - Bal",0.303846,33685.23556,25413
0.105611,0.566557,0.752723,"Cranbourne South - Bal",0.327833,39698.96458,25415
0.075,0.6625,0.0,"Cranbourne West - Bal",0.2625,37785.89726,25417
0.0,0.796296,0.0,"Cressy",0.203704,14718.53867,25419
0.154679,0.556334,0.633866,"Creswick",0.288988,30296.47581,25421
0.105691,0.585366,0.0,"Cudgewa",0.308943,23271.05509,25423
0.0,0.0,0.0,"Culgoa",0.0,31382.64179,25425
0.117188,0.59375,0.0,"Curdie Vale",0.289063,38295.60914,25427
0.243363,0.429204,0.702703,"Curlewis",0.327434,34233.15006,25429
0.114583,0.520833,0.0,"Dadswells Bridge",0.364583,24023.67654,25431
0.063158,0.621053,0.0,"Daisy Hill",0.315789,26747.44939,25433
0.122549,0.598039,0.0,"Dales Creek",0.279412,32866.97852,25435
0.077419,0.632258,0.0,"Dalyston",0.290323,24525.42417,25437
0.032258,0.814516,0.0,"Dandenong South - Bal",0.153226,23378.57244,25439
0.044444,0.7,0.0,"Dargo",0.255556,21201.34612,25441
0.128727,0.570354,0.71902,"Darley",0.300919,37168.05108,25443
0.13354,0.534161,0.786378,"Darnum",0.332298,35711.44487,25445
0.109181,0.555831,0.775862,"Darraweit Guim",0.334988,35043.19053,25447
0.0,0.760331,0.0,"Dartmoor",0.239669,35635.55027,25449
0.187722,0.550712,0.61047,"Daylesford",0.261566,27419.39036,25451
0.213198,0.482234,0.741026,"Deans Marsh",0.304569,33306.0077,25453
0.105042,0.579832,0.0,"Dederang",0.315126,32185.43799,25455
0.107595,0.537975,0.0,"Deep Lead",0.35443,34560.37678,25457
0.147705,0.562874,0.800395,"Delacombe - Bal",0.289421,37785.89726,25459
0.129032,0.587097,0.0,"Denison",0.283871,34660.7263,25461
0.063312,0.590909,0.772213,"Dennington",0.345779,34936.6875,25463
0.260355,0.390533,0.0,"Denver",0.349112,32896.68727,25465
0.092683,0.536585,0.605839,"Dereel",0.370732,24926.82227,25467
0.123746,0.638796,0.0,"Derrinallum",0.237458,28251.16721,25469
0.132,0.552,0.0,"Devenish",0.316,24863.81211,25471
0.066516,0.622322,0.726457,"Devon Meadows",0.311161,33602.49494,25473
0.085714,0.557143,0.0,"Devon North",0.357143,29959.84569,25475
0.076923,0.557692,0.0,"Digby",0.365385,32328.4649,25477
0.083333,0.611594,0.699346,"Diggers Rest",0.305072,35363.62298,25479
0.084615,0.657143,0.641676,"Dimboola",0.258242,27555.53137,25481
0.076923,0.633136,0.0,"Dingee",0.289941,27034.16232,25483
0.072072,0.72973,0.0,"Dingwall",0.198198,22429.88995,25485
0.21875,0.46875,0.0,"Dinner Plain",0.3125,49111.05806,25487
0.226519,0.453039,0.721448,"Dixons Creek",0.320442,32740.60552,25489
0.108411,0.571963,0.740602,"Don Valley",0.319626,32389.65808,25491
0.102723,0.613861,0.685644,"Donald",0.283416,25555.02191,25493
0.183453,0.442446,0.808118,"Dooen",0.374101,36905.75524,25495
0.189516,0.504032,0.795181,"Dookie",0.306452,37821.73637,25497
0.175853,0.44252,0.795705,"Doreen",0.381627,45971.08902,25499
0.094972,0.653631,0.0,"Douglas",0.251397,32743.70432,25501
0.054545,0.663636,0.0,"Dreeite",0.281818,31107.1725,25503
0.119626,0.554072,0.684393,"Drouin",0.326302,31430.70754,25505
0.154639,0.489691,0.813131,"Drouin East",0.35567,31823.57152,25507
0.225191,0.416031,0.0,"Drummond North",0.358779,26030.66706,25509
0.147541,0.617486,0.0,"Drung",0.234973,34593.82662,25511
0.160267,0.486366,0.706079,"Drysdale",0.353367,31975.18184,25513
0.045977,0.632184,0.0,"Dumbalk",0.321839,21560.55181,25515
0.102041,0.612245,0.0,"Dumbalk North",0.285714,26476.66496,25517
0.179144,0.481283,0.78125,"Dunkeld",0.339572,31989.88507,25519
0.186567,0.470149,0.0,"Dunnstown",0.343284,37160.34177,25521
0.064516,0.6875,0.488,"Dunolly",0.247984,19072.69691,25523
0.050505,0.59596,0.0,"Dunrobin",0.353535,23827.34051,25525
0.198077,0.488462,0.65,"Eagle Point",0.313462,30652.82705,25527
0.082816,0.693582,0.545643,"East Bairnsdale",0.223602,25444.35522,25529
0.0,0.0,0.0,"East Sale",0.0,61955.79739,25531
0.094118,0.545882,0.612293,"East Warburton - Bal",0.36,26851.70864,25533
0.183962,0.529245,0.698592,"Echuca",0.286792,35408.15726,25535
0.108222,0.587062,0.687462,"Echuca East",0.304716,32230.60593,25537
0.113542,0.61916,0.673952,"Echuca South",0.267297,30383.57697,25539
0.110697,0.548507,0.792593,"Echuca Village",0.340796,35472.00275,25541
0.101031,0.586598,0.773196,"Echuca West",0.312371,35117.11045,25543
0.070175,0.635088,0.873684,"Ecklin South",0.294737,41061.74501,25545
0.13089,0.498691,0.717277,"Eden Park",0.370419,39136.31517,25547
0.094787,0.665877,0.677725,"Edenhope",0.239336,31891.07938,25549
0.187251,0.494024,0.0,"Eganstown",0.318725,24904.79433,25551
0.101587,0.580952,0.624214,"Eildon",0.31746,25735.5214,25553
0.192308,0.5,0.638677,"Elaine",0.307692,28340.59955,25555
0.134969,0.509202,0.0,"Eldorado",0.355828,28163.09449,25557
0.110902,0.595865,0.763602,"Elliminyt",0.293233,35255.10427,25559
0.208202,0.463722,0.745223,"Ellinbank",0.328076,31872.44304,25561
0.088235,0.564706,0.0,"Elmhurst",0.347059,21514.93839,25563
0.072527,0.661538,0.608225,"Elmore",0.265934,24525.42417,25565
0.146283,0.53717,0.636364,"Elphinstone",0.316547,28982.12371,25567
0.185498,0.465347,0.749271,"Emerald - Bal",0.349156,38731.87111,25569
0.136792,0.59434,0.57971,"Enfield",0.268868,27667.9488,25571
0.124324,0.594595,0.0,"Ensay",0.281081,24486.8282,25573
0.210145,0.525362,0.0,"Eppalock",0.264493,33180.57079,25575
0.108844,0.598639,0.0,"Erica",0.292517,25528.91943,25577
0.054393,0.67364,0.0,"Eskdale",0.271967,22973.50708,25579
0.113565,0.626498,0.684611,"Euroa",0.259937,28912.63983,25581
0.109489,0.532847,0.0,"Eurobin",0.357664,30276.22393,25583
0.041176,0.688235,0.0,"Evansford",0.270588,21765.8122,25585
0.168831,0.558442,0.0,"Everton",0.272727,29890.26422,25587
0.24183,0.542484,0.0,"Fairhaven",0.215686,45370.75754,25589
0.219178,0.410959,0.897959,"Falls Creek",0.369863,40414.09913,25591
0.2,0.488889,0.0,"Fawcett",0.311111,39868.33855,25593
0.054054,0.648649,0.0,"Fentons Creek",0.297297,20153.05196,25595
0.184713,0.509554,0.0,"Fernvale",0.305732,36547.29739,25597
0.099206,0.579365,0.629921,"Fingal",0.321429,33595.47749,25599
0.180157,0.527415,0.780423,"Fish Creek",0.292428,29434.92946,25601
0.317016,0.403263,0.622951,"Flinders",0.27972,42086.59123,25603
0.0,0.0,0.0,"Flowerdale",0.0,0.0,25605
0.163043,0.5,0.0,"Forrest",0.336957,28109.33582,25607
0.151046,0.527753,0.675136,"Foster",0.321201,27570.68454,25609
0.125926,0.533333,0.0,"Foster North",0.340741,25291.2495,25611
0.144231,0.471154,0.0,"Freeburgh",0.384615,24974.35626,25613
0.262295,0.57377,0.0,"French Island",0.163934,14992.21919,25615
0.246154,0.489231,0.724684,"Freshwater Creek",0.264615,32493.85688,25617
0.239437,0.450704,0.0,"Fryerstown",0.309859,24974.35626,25619
0.03712,0.859393,0.0,"Fulham",0.103487,31139.37021,25621
0.180685,0.570093,0.686901,"Fyans Creek",0.249221,31908.28216,25623
0.244444,0.455556,0.0,"Fyansford",0.3,35357.27007,25625
0.121212,0.551515,0.0,"Gapsted",0.327273,29336.29851,25627
0.090014,0.610408,0.668085,"Garfield",0.299578,33499.30392,25629
0.126168,0.537383,0.70892,"Garfield North",0.336449,33055.13389,25631
0.217054,0.457364,0.0,"Gazette",0.325581,39291.14015,25633
0.191489,0.489362,0.0,"Gellibrand",0.319149,22016.68602,25635
0.154453,0.499436,0.713004,"Gembrook",0.34611,32403.74223,25637
0.131034,0.551724,0.0,"Genoa",0.317241,23818.41615,25639
0.177143,0.454286,0.74928,"Gherang",0.368571,37696.29947,25641
0.053521,0.704225,0.662953,"Girgarre",0.242254,29505.45662,25643
0.207126,0.46256,0.763801,"Gisborne",0.330314,42361.74316,25645
0.216895,0.447489,0.76659,"Gisborne South",0.335616,46517.11748,25647
0.109756,0.539634,0.704268,"Gladysdale",0.35061,33759.71567,25649
0.084906,0.537736,0.0,"Glenburn",0.377358,28982.12371,25651
0.136306,0.529936,0.764331,"Glengarry",0.333758,39854.09616,25653
0.09434,0.660377,0.0,"Glenlee",0.245283,33198.49035,25655
